Time(s),Input,Output_Displacement
41.4000000000003,0.670,6.343
41.5000000000003,0.542,6.344
41.6000000000003,0.422,6.334
41.7000000000003,0.314,6.314
41.8000000000003,0.219,6.285
41.9000000000003,0.140,6.246
42.0000000000003,0.077,6.199
42.1000000000003,0.032,6.144
42.2000000000003,0.007,6.083
42.3000000000003,0.000,6.017
42.4000000000003,0.014,5.947
42.5000000000003,0.046,5.875
42.6000000000003,0.098,5.801
42.7000000000003,0.166,5.728
42.8000000000003,0.252,5.656
42.9000000000003,0.352,5.588
43.0000000000003,0.464,5.524
43.1000000000003,0.587,5.466
43.2000000000003,0.718,5.414
43.3000000000003,0.855,5.371
43.4000000000003,0.995,5.336
43.5000000000003,1.134,5.311
43.6000000000003,1.271,5.296
43.7000000000004,1.403,5.291
43.8000000000004,1.527,5.296
43.9000000000004,1.640,5.312
44.0000000000004,1.741,5.337
44.1000000000004,1.827,5.372
44.2000000000004,1.898,5.416
44.3000000000004,1.950,5.467
44.4000000000004,1.985,5.525
44.5000000000004,1.999,5.589
44.6000000000004,1.995,5.658
44.7000000000004,1.970,5.729
44.8000000000004,1.927,5.803
44.9000000000004,1.866,5.876
45.0000000000004,1.788,5.949
45.1000000000004,1.694,6.019
45.2000000000004,1.587,6.085
45.3000000000004,1.468,6.146
45.4000000000004,1.340,6.200
45.5000000000004,1.206,6.247
45.6000000000004,1.067,6.285
45.7000000000004,0.927,6.315
45.8000000000004,0.789,6.335
45.9000000000004,0.654,6.344
46.0000000000004,0.527,6.343
46.1000000000004,0.408,6.332
46.2000000000004,0.302,6.311
46.3000000000004,0.209,6.280
46.4000000000004,0.131,6.241
46.5000000000004,0.071,6.193
46.6000000000004,0.028,6.137
46.7000000000004,0.005,6.076
46.8000000000004,0.001,6.009
46.9000000000004,0.017,5.939
47.0000000000004,0.051,5.866
47.1000000000004,0.105,5.792
47.2000000000004,0.176,5.719
47.3000000000004,0.263,5.648
47.4000000000004,0.364,5.580
47.5000000000004,0.478,5.516
47.6000000000004,0.603,5.459
47.7000000000004,0.735,5.409
47.8000000000004,0.872,5.366
47.9000000000004,1.011,5.333
48.0000000000004,1.151,5.309
48.1000000000004,1.287,5.295
48.2000000000004,1.418,5.291
48.3000000000004,1.541,5.298
48.4000000000004,1.653,5.314
48.5000000000004,1.752,5.341
48.6000000000004,1.837,5.377
48.7000000000004,1.905,5.421
48.8000000000004,1.955,5.474
48.9000000000004,1.987,5.533
49.0000000000004,2.000,5.597
49.1000000000004,1.993,5.666
49.2000000000004,1.966,5.738
49.3000000000004,1.921,5.812
49.4000000000004,1.857,5.885
49.5000000000004,1.777,5.957
49.6000000000004,1.682,6.027
49.7000000000004,1.573,6.092
49.8000000000004,1.453,6.153
49.9000000000004,1.324,6.206
50.0000000000004,1.189,6.252
50.1000000000004,1.050,6.289
50.2000000000004,0.910,6.318
50.3000000000004,0.772,6.336
50.4000000000004,0.639,6.345
50.5000000000004,0.512,6.343
50.6000000000004,0.395,6.330
50.7000000000005,0.290,6.308
50.8000000000005,0.199,6.276
50.9000000000005,0.123,6.235
51.0000000000005,0.064,6.186
51.1000000000005,0.024,6.130
51.2000000000005,0.003,6.068
51.3000000000005,0.002,6.001
