Time(s),Input,Output_Displacement
16.1,0.382,5.867
16.2,0.596,5.821
16.3,0.835,5.775
16.4,1.084,5.732
16.5,1.328,5.694
16.6,1.551,5.663
16.7,1.741,5.642
16.8,1.884,5.633
16.9,1.972,5.634
17,2.000,5.647
17.1,1.966,5.671
17.2,1.871,5.704
17.3,1.723,5.744
17.4,1.529,5.788
17.5,1.303,5.835
17.6,1.057,5.880
17.7,0.809,5.921
17.8,0.572,5.957
17.9,0.362,5.983
18,0.191,5.999
18.1,0.071,6.004
18.2,0.008,5.997
18.3,0.007,5.980
18.4,0.068,5.952
18.5,0.187,5.916
18.6,0.356,5.873
18.7,0.566,5.828
18.8,0.802,5.781
18.9,1.051,5.737
19,1.296,5.698
19.1,1.523,5.667
19.2,1.718,5.645
19.3,1.868,5.633
19.4,1.964,5.633
19.5,2.000,5.645
19.6,1.974,5.667
19.7,1.887,5.699
19.8,1.745,5.738
19.9,1.557,5.782
20,1.334,5.829
20.1,1.091,5.874
20.2,0.841,5.916
20.3,0.602,5.952
20.4,0.387,5.980
20.5,0.211,5.998
20.6,0.083,6.004
20.7,0.013,5.999
20.8,0.004,5.983
20.9,0.057,5.956
21,0.168,5.921
21.1,0.331,5.879
21.2,0.536,5.834
21.3,0.770,5.787
21.4,1.018,5.743
21.5,1.265,5.703
21.6,1.495,5.671
21.7,1.694,5.647
21.8,1.851,5.634
21.9,1.954,5.633
22,1.999,5.643
22.1,1.981,5.664
22.2,1.902,5.694
22.3,1.767,5.733
22.4,1.584,5.776
22.5,1.365,5.822
22.6000000000001,1.124,5.868
22.7000000000001,0.874,5.911
22.8000000000001,0.633,5.948
22.9000000000001,0.414,5.977
23.0000000000001,0.232,5.996
23.1000000000001,0.097,6.004
23.2000000000001,0.019,6.000
23.3000000000001,0.002,5.985
23.4000000000001,0.046,5.960
23.5000000000001,0.150,5.926
23.6000000000001,0.307,5.885
23.7000000000001,0.507,5.840
23.8000000000001,0.738,5.794
23.9000000000001,0.985,5.749
24.0000000000001,1.232,5.708
24.1000000000001,1.466,5.674
24.2000000000001,1.670,5.650
24.3000000000001,1.833,5.635
24.4000000000001,1.944,5.632
24.5000000000001,1.996,5.641
24.6000000000001,1.987,5.660
24.7000000000001,1.916,5.690
24.8000000000001,1.788,5.727
24.9000000000001,1.611,5.770
25.0000000000001,1.396,5.816
25.1000000000001,1.156,5.862
25.2000000000001,0.907,5.906
25.3000000000001,0.664,5.944
25.4000000000001,0.441,5.974
25.5000000000001,0.253,5.994
25.6000000000001,0.112,6.004
25.7000000000001,0.026,6.001
25.8000000000001,0.000,5.988
25.9000000000001,0.037,5.964
26.0000000000001,0.133,5.931
26.1000000000001,0.284,5.891
26.2000000000001,0.478,5.846
26.3000000000001,0.706,5.800
26.4000000000001,0.951,5.754
26.5000000000001,1.200,5.713
26.6000000000001,1.436,5.678
26.7000000000001,1.645,5.652
26.8000000000001,1.814,5.636
26.9000000000001,1.933,5.632
27.0000000000001,1.993,5.639
27.1000000000001,1.991,5.657
27.2000000000001,1.928,5.685
27.3000000000001,1.808,5.722
27.4000000000001,1.637,5.764
27.5000000000001,1.426,5.810
27.6000000000001,1.189,5.856
27.7000000000001,0.940,5.900
27.8000000000001,0.695,5.939
27.9000000000001,0.469,5.970
28.0000000000001,0.276,5.992
28.1000000000001,0.128,6.003
28.2000000000001,0.034,6.002
28.3000000000001,0.000,5.990
28.4000000000001,0.028,5.968
28.5000000000001,0.117,5.936
28.6000000000001,0.261,5.896
28.7000000000001,0.450,5.852
28.8000000000001,0.674,5.806
28.9000000000001,0.918,5.760
29.0000000000001,1.167,5.718
29.1000000000001,1.406,5.683
29.2000000000001,1.620,5.655
29.3000000000001,1.794,5.638
29.4000000000001,1.920,5.632
29.5000000000001,1.988,5.637
29.6000000000002,1.995,5.654
29.7000000000002,1.940,5.681
29.8000000000002,1.827,5.717
29.9000000000002,1.662,5.758
30.0000000000002,1.456,5.804
30.1000000000002,1.222,5.850
30.2000000000002,0.973,5.895
30.3000000000002,0.727,5.934
30.4000000000002,0.497,5.966
30.5000000000002,0.299,5.990
30.6000000000002,0.144,6.002
30.7000000000002,0.043,6.003
30.8000000000002,0.001,5.993
30.9000000000002,0.021,5.971
31.0000000000002,0.102,5.940
31.1000000000002,0.239,5.902
31.2000000000002,0.423,5.858
31.3000000000002,0.643,5.812
31.4000000000002,0.885,5.766
31.5000000000002,1.135,5.724
31.6000000000002,1.376,5.687
31.7000000000002,1.593,5.658
31.8000000000002,1.774,5.640
31.9000000000002,1.907,5.632
32.0000000000002,1.983,5.636
32.1000000000002,1.998,5.651
32.2000000000002,1.951,5.677
32.3000000000002,1.845,5.711
32.4000000000002,1.686,5.753
32.5000000000002,1.485,5.798
32.6000000000002,1.254,5.844
32.7000000000002,1.007,5.889
32.8000000000002,0.759,5.929
32.9000000000002,0.526,5.963
33.0000000000002,0.323,5.987
33.1000000000002,0.162,6.001
33.2000000000002,0.053,6.004
33.3000000000002,0.003,5.995
33.4000000000002,0.015,5.975
33.5000000000002,0.088,5.945
33.6000000000002,0.218,5.907
33.7000000000002,0.396,5.864
33.8000000000002,0.612,5.818
33.9000000000002,0.852,5.772
34.0000000000002,1.102,5.729
34.1000000000002,1.345,5.691
34.2000000000002,1.566,5.661
34.3000000000002,1.752,5.641
34.4000000000002,1.892,5.632
34.5000000000002,1.976,5.635
34.6000000000002,2.000,5.649
34.7000000000002,1.961,5.673
34.8000000000002,1.862,5.706
34.9000000000002,1.710,5.747
35.0000000000002,1.514,5.792
35.1000000000002,1.286,5.838
35.2000000000002,1.040,5.883
35.3000000000002,0.791,5.924
35.4000000000002,0.556,5.959
35.5000000000002,0.348,5.984
35.6000000000002,0.181,6.000
35.7000000000002,0.064,6.004
35.8000000000002,0.006,5.997
35.9000000000002,0.010,5.978
36.0000000000002,0.075,5.949
36.1000000000002,0.198,5.913
36.2000000000002,0.370,5.870
36.3000000000002,0.582,5.824
36.4000000000002,0.820,5.778
36.5000000000002,1.069,5.734
36.6000000000003,1.313,5.696
36.7000000000003,1.538,5.665
36.8000000000003,1.730,5.643
36.9000000000003,1.877,5.633
37.0000000000003,1.968,5.634
37.1000000000003,2.000,5.646
37.2000000000003,1.969,5.669
37.3000000000003,1.879,5.702
37.4000000000003,1.733,5.741
37.5000000000003,1.542,5.785
37.6000000000003,1.317,5.832
37.7000000000003,1.073,5.877
37.8000000000003,0.824,5.919
37.9000000000003,0.586,5.955
38.0000000000003,0.374,5.982
38.1000000000003,0.200,5.998
38.2000000000003,0.077,6.004
38.3000000000003,0.010,5.998
38.4000000000003,0.006,5.981
38.5000000000003,0.063,5.954
38.6000000000003,0.178,5.918
38.7000000000003,0.345,5.876
38.8000000000003,0.552,5.831
38.9000000000003,0.787,5.784
39.0000000000003,1.035,5.740
39.1000000000003,1.282,5.701
39.2000000000003,1.510,5.669
39.3000000000003,1.707,5.646
39.4000000000003,1.860,5.634
39.5000000000003,1.960,5.633
39.6000000000003,1.999,5.644
39.7000000000003,1.977,5.666
39.8000000000003,1.894,5.697
39.9000000000003,1.755,5.736
40.0000000000003,1.570,5.779
40.1000000000003,1.349,5.826
40.2000000000003,1.106,5.871
40.3000000000003,0.857,5.914
40.4000000000003,0.616,5.950
40.5000000000003,0.400,5.979
40.6000000000003,0.221,5.997
40.7000000000003,0.090,6.004
40.8000000000003,0.016,6.000
40.9000000000003,0.003,5.984
41.0000000000003,0.052,5.958
41.1000000000003,0.160,5.923
41.2000000000003,0.320,5.882
41.3000000000003,0.523,5.837
41.4000000000003,0.755,5.790
41.5000000000003,1.002,5.746
41.6000000000003,1.250,5.705
41.7000000000003,1.481,5.672
41.8000000000003,1.683,5.648
41.9000000000003,1.843,5.635
42.0000000000003,1.950,5.632
42.1000000000003,1.998,5.642
42.2000000000003,1.984,5.662
42.3000000000003,1.908,5.692
42.4000000000003,1.777,5.730
42.5000000000003,1.597,5.773
42.6000000000003,1.380,5.819
42.7000000000003,1.139,5.865
42.8000000000003,0.890,5.909
42.9000000000003,0.647,5.946
43.0000000000003,0.427,5.975
43.1000000000003,0.242,5.995
43.2000000000003,0.104,6.004
43.3000000000003,0.022,6.001
43.4000000000003,0.001,5.987
43.5000000000003,0.042,5.962
43.6000000000003,0.142,5.928
43.7000000000004,0.296,5.888
43.8000000000004,0.494,5.843
43.9000000000004,0.723,5.796
44.0000000000004,0.969,5.751
44.1000000000004,1.217,5.710
44.2000000000004,1.452,5.676
44.3000000000004,1.659,5.651
44.4000000000004,1.824,5.636
