Time(s),Input,Output_Displacement
30.0000000000002,1.606,5.274
30.1000000000002,1.704,5.305
30.2000000000002,1.790,5.345
30.3000000000002,1.863,5.393
30.4000000000002,1.921,5.448
30.5000000000002,1.964,5.509
30.6000000000002,1.990,5.576
30.7000000000002,2.000,5.646
30.8000000000002,1.993,5.720
30.9000000000002,1.969,5.795
31.0000000000002,1.929,5.870
31.1000000000002,1.873,5.945
31.2000000000002,1.802,6.018
31.3000000000002,1.718,6.087
31.4000000000002,1.622,6.151
31.5000000000002,1.515,6.210
31.6000000000002,1.400,6.263
31.7000000000002,1.277,6.308
31.8000000000002,1.151,6.344
31.9000000000002,1.021,6.372
32.0000000000002,0.891,6.390
32.1000000000002,0.763,6.399
32.2000000000002,0.639,6.398
32.3000000000002,0.522,6.387
32.4000000000002,0.412,6.366
32.5000000000002,0.312,6.337
32.6000000000002,0.224,6.298
32.7000000000002,0.148,6.252
32.8000000000002,0.088,6.198
32.9000000000002,0.042,6.137
33.0000000000002,0.013,6.072
33.1000000000002,0.001,6.002
33.2000000000002,0.005,5.929
33.3000000000002,0.026,5.854
33.4000000000002,0.063,5.778
33.5000000000002,0.117,5.703
33.6000000000002,0.185,5.630
33.7000000000002,0.267,5.560
33.8000000000002,0.361,5.495
33.9000000000002,0.466,5.435
34.0000000000002,0.581,5.382
34.1000000000002,0.702,5.335
34.2000000000002,0.828,5.297
34.3000000000002,0.957,5.268
34.4000000000002,1.087,5.248
34.5000000000002,1.216,5.238
34.6000000000002,1.340,5.237
34.7000000000002,1.459,5.247
34.8000000000002,1.571,5.266
34.9000000000002,1.672,5.294
35.0000000000002,1.763,5.331
35.1000000000002,1.840,5.376
35.2000000000002,1.903,5.429
35.3000000000002,1.951,5.488
35.4000000000002,1.983,5.553
35.5000000000002,1.999,5.622
35.6000000000002,1.997,5.695
35.7000000000002,1.979,5.770
35.8000000000002,1.944,5.845
35.9000000000002,1.893,5.920
36.0000000000002,1.827,5.994
36.1000000000002,1.748,6.064
36.2000000000002,1.655,6.130
36.3000000000002,1.552,6.191
36.4000000000002,1.439,6.246
36.5000000000002,1.319,6.293
36.6000000000003,1.193,6.333
36.7000000000003,1.064,6.364
36.8000000000003,0.934,6.385
36.9000000000003,0.806,6.397
37.0000000000003,0.680,6.399
37.1000000000003,0.560,6.392
37.2000000000003,0.447,6.374
37.3000000000003,0.344,6.348
37.4000000000003,0.252,6.312
37.5000000000003,0.172,6.268
37.6000000000003,0.106,6.216
37.7000000000003,0.056,6.158
37.8000000000003,0.021,6.094
37.9000000000003,0.003,6.025
38.0000000000003,0.002,5.953
38.1000000000003,0.017,5.879
38.2000000000003,0.049,5.803
38.3000000000003,0.097,5.728
38.4000000000003,0.161,5.654
38.5000000000003,0.238,5.583
38.6000000000003,0.329,5.516
38.7000000000003,0.430,5.454
38.8000000000003,0.542,5.399
38.9000000000003,0.661,5.350
39.0000000000003,0.786,5.309
39.1000000000003,0.914,5.277
39.2000000000003,1.044,5.254
39.3000000000003,1.173,5.240
39.4000000000003,1.299,5.236
39.5000000000003,1.421,5.242
39.6000000000003,1.535,5.258
39.7000000000003,1.640,5.283
39.8000000000003,1.734,5.318
39.9000000000003,1.816,5.360
40.0000000000003,1.884,5.411
40.1000000000003,1.937,5.468
40.2000000000003,1.974,5.531
40.3000000000003,1.995,5.599
40.4000000000003,1.999,5.671
40.5000000000003,1.987,5.745
40.6000000000003,1.957,5.820
40.7000000000003,1.912,5.896
40.8000000000003,1.851,5.970
40.9000000000003,1.776,6.041
41.0000000000003,1.687,6.109
41.1000000000003,1.587,6.172
41.2000000000003,1.477,6.229
41.3000000000003,1.359,6.279
41.4000000000003,1.235,6.321
41.5000000000003,1.107,6.354
41.6000000000003,0.978,6.379
41.7000000000003,0.848,6.394
41.8000000000003,0.721,6.400
41.9000000000003,0.599,6.395
42.0000000000003,0.484,6.381
42.1000000000003,0.377,6.357
42.2000000000003,0.281,6.325
42.3000000000003,0.197,6.283
42.4000000000003,0.126,6.234
42.5000000000003,0.071,6.178
42.6000000000003,0.031,6.116
42.7000000000003,0.007,6.049
42.8000000000003,0.000,5.977
42.9000000000003,0.010,5.904
43.0000000000003,0.037,5.828
43.1000000000003,0.080,5.753
43.2000000000003,0.138,5.678
43.3000000000003,0.211,5.606
43.4000000000003,0.297,5.538
43.5000000000003,0.396,5.474
43.6000000000003,0.504,5.416
43.7000000000004,0.621,5.365
43.8000000000004,0.744,5.322
43.9000000000004,0.871,5.287
44.0000000000004,1.001,5.260
44.1000000000004,1.131,5.244
44.2000000000004,1.258,5.237
44.3000000000004,1.381,5.239
44.4000000000004,1.498,5.252
44.5000000000004,1.606,5.274
44.6000000000004,1.704,5.305
44.7000000000004,1.790,5.345
44.8000000000004,1.863,5.393
44.9000000000004,1.921,5.448
45.0000000000004,1.964,5.509
45.1000000000004,1.990,5.576
45.2000000000004,2.000,5.647
45.3000000000004,1.993,5.720
45.4000000000004,1.969,5.795
45.5000000000004,1.929,5.871
45.6000000000004,1.873,5.945
45.7000000000004,1.802,6.018
45.8000000000004,1.718,6.087
45.9000000000004,1.622,6.152
46.0000000000004,1.515,6.210
46.1000000000004,1.399,6.263
46.2000000000004,1.277,6.308
46.3000000000004,1.150,6.344
46.4000000000004,1.021,6.372
46.5000000000004,0.891,6.390
46.6000000000004,0.763,6.399
46.7000000000004,0.639,6.398
46.8000000000004,0.521,6.387
46.9000000000004,0.411,6.366
47.0000000000004,0.312,6.337
47.1000000000004,0.223,6.298
47.2000000000004,0.148,6.251
47.3000000000004,0.088,6.197
47.4000000000004,0.042,6.137
47.5000000000004,0.013,6.071
47.6000000000004,0.000,6.001
47.7000000000004,0.005,5.928
47.8000000000004,0.026,5.853
47.9000000000004,0.064,5.778
48.0000000000004,0.117,5.703
48.1000000000004,0.185,5.630
48.2000000000004,0.267,5.560
48.3000000000004,0.362,5.495
48.4000000000004,0.467,5.435
48.5000000000004,0.581,5.381
48.6000000000004,0.702,5.335
48.7000000000004,0.829,5.297
48.8000000000004,0.958,5.268
48.9000000000004,1.088,5.248
49.0000000000004,1.216,5.238
49.1000000000004,1.341,5.237
49.2000000000004,1.460,5.247
49.3000000000004,1.571,5.266
49.4000000000004,1.673,5.294
49.5000000000004,1.763,5.331
49.6000000000004,1.840,5.376
49.7000000000004,1.903,5.429
49.8000000000004,1.951,5.488
49.9000000000004,1.983,5.553
50.0000000000004,1.999,5.623
50.1000000000004,1.997,5.695
50.2000000000004,1.979,5.770
50.3000000000004,1.944,5.846
50.4000000000004,1.893,5.921
50.5000000000004,1.827,5.994
50.6000000000004,1.747,6.064
50.7000000000005,1.655,6.131
50.8000000000005,1.551,6.192
50.9000000000005,1.438,6.246
51.0000000000005,1.318,6.294
51.1000000000005,1.193,6.333
51.2000000000005,1.064,6.364
51.3000000000005,0.934,6.385
51.4000000000005,0.805,6.397
51.5000000000005,0.680,6.399
51.6000000000005,0.560,6.392
51.7000000000005,0.447,6.374
51.8000000000005,0.344,6.347
51.9000000000005,0.251,6.312
52.0000000000005,0.172,6.268
52.1000000000005,0.106,6.216
52.2000000000005,0.055,6.158
52.3000000000005,0.021,6.094
52.4000000000005,0.003,6.025
52.5000000000005,0.002,5.953
52.6000000000005,0.017,5.878
52.7000000000005,0.049,5.803
52.8000000000005,0.098,5.728
52.9000000000005,0.161,5.654
53.0000000000005,0.239,5.583
53.1000000000005,0.329,5.516
53.2000000000005,0.431,5.454
53.3000000000005,0.542,5.398
53.4000000000005,0.661,5.350
53.5000000000005,0.786,5.309
53.6000000000005,0.915,5.277
53.7000000000005,1.045,5.254
53.8000000000005,1.174,5.240
53.9000000000005,1.300,5.236
54.0000000000005,1.421,5.243
54.1000000000005,1.535,5.258
54.2000000000005,1.640,5.283
54.3000000000005,1.734,5.318
54.4000000000005,1.816,5.360
54.5000000000005,1.884,5.411
54.6000000000005,1.937,5.468
54.7000000000005,1.975,5.531
54.8000000000005,1.995,5.599
54.9000000000005,1.999,5.671
55.0000000000005,1.987,5.745
55.1000000000005,1.957,5.821
55.2000000000005,1.912,5.896
55.3000000000005,1.851,5.970
55.4000000000005,1.775,6.041
55.5000000000005,1.687,6.109
55.6000000000005,1.587,6.172
55.7000000000005,1.477,6.229
55.8000000000005,1.359,6.279
55.9000000000005,1.235,6.321
56.0000000000005,1.107,6.355
56.1000000000005,0.977,6.379
56.2000000000005,0.848,6.394
56.3000000000005,0.721,6.400
56.4000000000005,0.599,6.395
56.5000000000005,0.483,6.381
56.6000000000005,0.377,6.357
56.7000000000005,0.281,6.325
56.8000000000005,0.197,6.283
56.9000000000005,0.126,6.234
57.0000000000005,0.071,6.178
57.1000000000005,0.031,6.116
57.2000000000005,0.007,6.048
57.3000000000005,0.000,5.977
57.4000000000005,0.010,5.903
57.5000000000005,0.037,5.828
57.6000000000005,0.080,5.753
57.7000000000005,0.138,5.678
57.8000000000006,0.211,5.606
57.9000000000006,0.298,5.538
58.0000000000006,0.396,5.474
58.1000000000006,0.504,5.416
58.2000000000006,0.621,5.365
58.3000000000006,0.744,5.322
58.4000000000006,0.872,5.286
58.5000000000006,1.001,5.260
58.6000000000006,1.131,5.244
58.7000000000006,1.258,5.237
58.8000000000006,1.381,5.239
58.9000000000006,1.498,5.252
59.0000000000006,1.606,5.274
59.1000000000006,1.704,5.305
59.2000000000006,1.790,5.345
59.3000000000006,1.863,5.393
59.4000000000006,1.921,5.448
59.5000000000006,1.964,5.510
59.6000000000006,1.990,5.576
59.7000000000006,2.000,5.647
59.8000000000006,1.993,5.720
59.9000000000006,1.969,5.795
60.0000000000006,1.928,5.871
60.1000000000006,1.872,5.946
60.2000000000006,1.802,6.018
60.3000000000006,1.718,6.087
60.4000000000006,1.621,6.152
60.5000000000006,1.514,6.211
60.6000000000006,1.399,6.263
60.7000000000006,1.277,6.308
60.8000000000006,1.150,6.344
60.9000000000006,1.020,6.372
61.0000000000006,0.890,6.390
61.1000000000006,0.763,6.399
61.2000000000006,0.639,6.398
61.3000000000006,0.521,6.387
61.4000000000006,0.411,6.366
61.5000000000006,0.311,6.336
61.6000000000006,0.223,6.298
61.7000000000006,0.148,6.251
61.8000000000006,0.087,6.197
61.9000000000006,0.042,6.137
62.0000000000006,0.013,6.071
62.1000000000006,0.000,6.001
62.2000000000006,0.005,5.928
62.3000000000006,0.026,5.853
62.4000000000006,0.064,5.778
62.5000000000006,0.117,5.703
62.6000000000006,0.186,5.630
62.7000000000006,0.268,5.560
62.8000000000006,0.362,5.495
62.9000000000006,0.467,5.435
63.0000000000006,0.581,5.381
63.1000000000006,0.703,5.335
63.2000000000006,0.829,5.297
63.3000000000006,0.958,5.268
63.4000000000006,1.088,5.248
63.5000000000006,1.216,5.238
63.6000000000006,1.341,5.237
63.7000000000006,1.460,5.247
63.8000000000006,1.571,5.266
63.9000000000006,1.673,5.294
64.0000000000006,1.763,5.331
64.1000000000006,1.840,5.376
64.2000000000006,1.904,5.429
64.3000000000006,1.952,5.489
64.4000000000006,1.983,5.554
64.5000000000006,1.999,5.623
64.6000000000006,1.997,5.696
64.7000000000006,1.979,5.770
64.8000000000006,1.944,5.846
64.9000000000006,1.893,5.921
65.0000000000006,1.827,5.994
65.1000000000006,1.747,6.065
65.2000000000006,1.654,6.131
65.3000000000006,1.551,6.192
65.4000000000006,1.438,6.246
65.5000000000006,1.318,6.294
65.6000000000005,1.192,6.333
65.7000000000005,1.063,6.364
65.8000000000005,0.933,6.385
65.9000000000005,0.805,6.397
66.0000000000005,0.679,6.399
66.1000000000005,0.559,6.391
66.2000000000005,0.447,6.374
66.3000000000005,0.343,6.347
66.4000000000005,0.251,6.312
66.5000000000005,0.171,6.268
66.6000000000005,0.106,6.216
66.7000000000005,0.055,6.158
66.8000000000005,0.021,6.094
66.9000000000005,0.003,6.025
67.0000000000005,0.002,5.953
67.1000000000005,0.017,5.878
67.2000000000005,0.049,5.803
67.3000000000005,0.098,5.727
67.4000000000004,0.161,5.654
67.5000000000004,0.239,5.583
67.6000000000004,0.329,5.516
67.7000000000004,0.431,5.454
67.8000000000004,0.543,5.398
67.9000000000004,0.662,5.350
68.0000000000004,0.787,5.309
68.1000000000004,0.915,5.277
68.2000000000004,1.045,5.254
68.3000000000004,1.174,5.240
68.4000000000004,1.300,5.236
68.5000000000004,1.421,5.243
68.6000000000004,1.535,5.258
68.7000000000004,1.640,5.284
68.8000000000004,1.735,5.318
68.9000000000004,1.816,5.361
69.0000000000004,1.884,5.411
69.1000000000003,1.937,5.468
69.2000000000003,1.975,5.531
69.3000000000003,1.995,5.599
69.4000000000003,1.999,5.671
69.5000000000003,1.987,5.745
69.6000000000003,1.957,5.821
69.7000000000003,1.911,5.896
69.8000000000003,1.850,5.970
69.9000000000003,1.775,6.042
70.0000000000003,1.686,6.109
70.1000000000003,1.586,6.172
70.2000000000003,1.476,6.229
70.3000000000003,1.358,6.279
70.4000000000003,1.234,6.321
70.5000000000003,1.106,6.355
70.6000000000003,0.977,6.379
70.7000000000003,0.847,6.394
70.8000000000003,0.720,6.400
70.9000000000002,0.598,6.395
71.0000000000002,0.483,6.381
71.1000000000002,0.376,6.357
71.2000000000002,0.280,6.324
71.3000000000002,0.196,6.283
71.4000000000002,0.126,6.234
71.5000000000002,0.070,6.178
71.6000000000002,0.030,6.115
71.7000000000002,0.007,6.048
71.8000000000002,0.000,5.977
71.9000000000002,0.010,5.903
72.0000000000002,0.037,5.828
72.1000000000002,0.080,5.752
72.2000000000002,0.138,5.678
72.3000000000002,0.212,5.606
72.4000000000002,0.298,5.538
72.5000000000002,0.396,5.474
72.6000000000002,0.505,5.416
72.7000000000001,0.621,5.365
72.8000000000001,0.745,5.321
72.9000000000001,0.872,5.286
73.0000000000001,1.002,5.260
73.1000000000001,1.131,5.244
73.2000000000001,1.259,5.237
73.3000000000001,1.382,5.239
73.4000000000001,1.498,5.252
73.5000000000001,1.607,5.274
73.6000000000001,1.705,5.305
73.7000000000001,1.791,5.345
73.8000000000001,1.863,5.393
73.9000000000001,1.921,5.449
74.0000000000001,1.964,5.510
74.1000000000001,1.990,5.576
74.2000000000001,2.000,5.647
74.3000000000001,1.993,5.721
74.4,1.969,5.796
74.5,1.928,5.871
74.6,1.872,5.946
74.7,1.802,6.018
74.8,1.717,6.087
74.9,1.621,6.152
75,1.514,6.211
75.1,1.398,6.263
75.2,1.276,6.308
75.3,1.149,6.344
75.4,1.020,6.372
75.5,0.890,6.390
75.6,0.762,6.399
75.7,0.638,6.398
