Time(s),Input,Output_Displacement
24.3000000000001,1.371,6.624
24.4000000000001,1.295,6.615
24.5000000000001,1.218,6.601
24.6000000000001,1.139,6.581
24.7000000000001,1.060,6.557
24.8000000000001,0.980,6.529
24.9000000000001,0.900,6.495
25.0000000000001,0.821,6.458
25.1000000000001,0.743,6.416
25.2000000000001,0.666,6.370
25.3000000000001,0.592,6.321
25.4000000000001,0.520,6.269
25.5000000000001,0.452,6.214
25.6000000000001,0.387,6.156
25.7000000000001,0.326,6.096
25.8000000000001,0.269,6.035
25.9000000000001,0.217,5.972
26.0000000000001,0.169,5.908
26.1000000000001,0.128,5.843
26.2000000000001,0.091,5.778
26.3000000000001,0.061,5.714
26.4000000000001,0.036,5.650
26.5000000000001,0.018,5.587
26.6000000000001,0.006,5.526
26.7000000000001,0.000,5.466
26.8000000000001,0.001,5.409
26.9000000000001,0.008,5.355
27.0000000000001,0.022,5.303
27.1000000000001,0.042,5.255
27.2000000000001,0.067,5.210
27.3000000000001,0.099,5.169
27.4000000000001,0.137,5.133
27.5000000000001,0.180,5.100
27.6000000000001,0.228,5.073
27.7000000000001,0.282,5.050
27.8000000000001,0.340,5.032
27.9000000000001,0.402,5.019
28.0000000000001,0.468,5.011
28.1000000000001,0.537,5.008
28.2000000000001,0.609,5.011
28.3000000000001,0.684,5.018
28.4000000000001,0.761,5.031
28.5000000000001,0.839,5.049
28.6000000000001,0.919,5.072
28.7000000000001,0.999,5.099
28.8000000000001,1.079,5.131
28.9000000000001,1.158,5.168
29.0000000000001,1.236,5.208
29.1000000000001,1.313,5.253
29.2000000000001,1.388,5.301
29.3000000000001,1.461,5.352
29.4000000000001,1.530,5.407
29.5000000000001,1.596,5.464
29.6000000000002,1.658,5.523
29.7000000000002,1.716,5.585
29.8000000000002,1.770,5.647
29.9000000000002,1.818,5.711
30.0000000000002,1.862,5.776
30.1000000000002,1.899,5.840
30.2000000000002,1.932,5.905
30.3000000000002,1.958,5.969
30.4000000000002,1.978,6.032
30.5000000000002,1.991,6.094
30.6000000000002,1.999,6.154
30.7000000000002,2.000,6.212
30.8000000000002,1.994,6.267
30.9000000000002,1.982,6.319
31.0000000000002,1.964,6.368
31.1000000000002,1.940,6.414
31.2000000000002,1.910,6.456
31.3000000000002,1.874,6.494
31.4000000000002,1.832,6.527
31.5000000000002,1.785,6.556
31.6000000000002,1.733,6.581
31.7000000000002,1.677,6.600
31.8000000000002,1.615,6.614
31.9000000000002,1.551,6.623
32.0000000000002,1.482,6.628
32.1000000000002,1.410,6.626
32.2000000000002,1.336,6.620
32.3000000000002,1.260,6.609
32.4000000000002,1.182,6.592
32.5000000000002,1.103,6.571
32.6000000000002,1.023,6.545
32.7000000000002,0.943,6.514
32.8000000000002,0.863,6.479
32.9000000000002,0.785,6.439
33.0000000000002,0.707,6.396
33.1000000000002,0.632,6.348
33.2000000000002,0.559,6.298
33.3000000000002,0.488,6.244
33.4000000000002,0.421,6.188
33.5000000000002,0.358,6.129
33.6000000000002,0.299,6.068
33.7000000000002,0.244,6.006
33.8000000000002,0.194,5.942
33.9000000000002,0.149,5.878
34.0000000000002,0.110,5.813
34.1000000000002,0.077,5.748
34.2000000000002,0.049,5.684
34.3000000000002,0.027,5.621
34.4000000000002,0.012,5.559
34.5000000000002,0.003,5.498
34.6000000000002,0.000,5.440
34.7000000000002,0.004,5.384
34.8000000000002,0.014,5.331
34.9000000000002,0.030,5.280
35.0000000000002,0.053,5.234
35.1000000000002,0.081,5.191
35.2000000000002,0.116,5.152
35.3000000000002,0.156,5.117
35.4000000000002,0.202,5.087
35.5000000000002,0.252,5.062
35.6000000000002,0.308,5.041
35.7000000000002,0.368,5.025
35.8000000000002,0.432,5.015
35.9000000000002,0.499,5.009
36.0000000000002,0.570,5.009
36.1000000000002,0.643,5.014
36.2000000000002,0.719,5.024
36.3000000000002,0.797,5.039
36.4000000000002,0.876,5.059
36.5000000000002,0.955,5.084
36.6000000000003,1.035,5.113
36.7000000000003,1.115,5.147
36.8000000000003,1.194,5.186
36.9000000000003,1.272,5.228
37.0000000000003,1.348,5.275
37.1000000000003,1.422,5.324
37.2000000000003,1.493,5.377
37.3000000000003,1.561,5.433
37.4000000000003,1.625,5.491
37.5000000000003,1.686,5.551
37.6000000000003,1.742,5.613
37.7000000000003,1.793,5.677
37.8000000000003,1.839,5.741
37.9000000000003,1.880,5.805
38.0000000000003,1.915,5.870
38.1000000000003,1.944,5.934
38.2000000000003,1.968,5.998
38.3000000000003,1.985,6.061
38.4000000000003,1.995,6.122
38.5000000000003,2.000,6.181
38.6000000000003,1.998,6.237
38.7000000000003,1.990,6.291
38.8000000000003,1.975,6.342
38.9000000000003,1.954,6.390
39.0000000000003,1.927,6.434
39.1000000000003,1.894,6.474
39.2000000000003,1.855,6.510
39.3000000000003,1.811,6.541
39.4000000000003,1.762,6.568
39.5000000000003,1.708,6.590
39.6000000000003,1.649,6.607
39.7000000000003,1.586,6.619
39.8000000000003,1.519,6.626
39.9000000000003,1.449,6.628
40.0000000000003,1.377,6.624
40.1000000000003,1.301,6.616
40.2000000000003,1.224,6.602
40.3000000000003,1.146,6.583
40.4000000000003,1.066,6.559
40.5000000000003,0.986,6.531
40.6000000000003,0.906,6.498
40.7000000000003,0.827,6.461
40.8000000000003,0.749,6.419
40.9000000000003,0.672,6.374
41.0000000000003,0.598,6.325
41.1000000000003,0.526,6.273
41.2000000000003,0.457,6.218
41.3000000000003,0.392,6.161
41.4000000000003,0.330,6.101
41.5000000000003,0.273,6.040
41.6000000000003,0.221,5.977
41.7000000000003,0.173,5.913
41.8000000000003,0.131,5.848
41.9000000000003,0.094,5.783
42.0000000000003,0.063,5.719
42.1000000000003,0.038,5.655
42.2000000000003,0.019,5.592
42.3000000000003,0.007,5.531
42.4000000000003,0.001,5.471
42.5000000000003,0.001,5.414
42.6000000000003,0.008,5.359
42.7000000000003,0.021,5.307
42.8000000000003,0.040,5.259
42.9000000000003,0.065,5.214
43.0000000000003,0.097,5.172
43.1000000000003,0.134,5.135
43.2000000000003,0.176,5.103
43.3000000000003,0.224,5.075
43.4000000000003,0.277,5.051
43.5000000000003,0.335,5.033
43.6000000000003,0.397,5.020
43.7000000000004,0.462,5.011
43.8000000000004,0.531,5.008
43.9000000000004,0.603,5.010
44.0000000000004,0.678,5.018
44.1000000000004,0.755,5.030
44.2000000000004,0.833,5.047
44.3000000000004,0.912,5.070
44.4000000000004,0.992,5.097
44.5000000000004,1.072,5.129
44.6000000000004,1.152,5.165
44.7000000000004,1.230,5.205
44.8000000000004,1.307,5.249
44.9000000000004,1.382,5.297
45.0000000000004,1.455,5.348
45.1000000000004,1.525,5.402
45.2000000000004,1.591,5.459
45.3000000000004,1.654,5.519
45.4000000000004,1.712,5.580
45.5000000000004,1.766,5.642
45.6000000000004,1.815,5.706
45.7000000000004,1.858,5.770
45.8000000000004,1.897,5.835
45.9000000000004,1.929,5.900
46.0000000000004,1.956,5.964
46.1000000000004,1.976,6.027
46.2000000000004,1.990,6.089
46.3000000000004,1.998,6.149
46.4000000000004,2.000,6.207
46.5000000000004,1.995,6.263
46.6000000000004,1.984,6.315
46.7000000000004,1.966,6.365
46.8000000000004,1.942,6.411
46.9000000000004,1.913,6.453
47.0000000000004,1.877,6.491
47.1000000000004,1.836,6.525
47.2000000000004,1.789,6.554
47.3000000000004,1.738,6.579
47.4000000000004,1.681,6.598
47.5000000000004,1.620,6.613
47.6000000000004,1.556,6.623
47.7000000000004,1.488,6.627
47.8000000000004,1.416,6.627
47.9000000000004,1.342,6.621
48.0000000000004,1.266,6.610
48.1000000000004,1.188,6.594
48.2000000000004,1.109,6.573
48.3000000000004,1.029,6.547
48.4000000000004,0.949,6.516
48.5000000000004,0.870,6.482
48.6000000000004,0.791,6.442
48.7000000000004,0.713,6.399
48.8000000000004,0.638,6.352
48.9000000000004,0.564,6.302
49.0000000000004,0.494,6.248
49.1000000000004,0.427,6.192
49.2000000000004,0.363,6.134
49.3000000000004,0.303,6.073
49.4000000000004,0.248,6.011
49.5000000000004,0.198,5.947
49.6000000000004,0.153,5.883
49.7000000000004,0.113,5.818
49.8000000000004,0.079,5.754
49.9000000000004,0.051,5.689
50.0000000000004,0.029,5.626
50.1000000000004,0.013,5.564
50.2000000000004,0.003,5.503
50.3000000000004,0.000,5.444
50.4000000000004,0.003,5.388
50.5000000000004,0.013,5.335
50.6000000000004,0.029,5.284
50.7000000000005,0.051,5.237
50.8000000000005,0.079,5.194
50.9000000000005,0.113,5.155
51.0000000000005,0.153,5.120
51.1000000000005,0.198,5.089
51.2000000000005,0.248,5.063
51.3000000000005,0.303,5.042
51.4000000000005,0.363,5.026
51.5000000000005,0.426,5.015
51.6000000000005,0.494,5.009
51.7000000000005,0.564,5.009
51.8000000000005,0.637,5.013
51.9000000000005,0.713,5.023
52.0000000000005,0.791,5.037
52.1000000000005,0.869,5.057
52.2000000000005,0.949,5.082
52.3000000000005,1.029,5.111
52.4000000000005,1.109,5.145
52.5000000000005,1.188,5.183
52.6000000000005,1.266,5.225
52.7000000000005,1.342,5.271
52.8000000000005,1.416,5.320
52.9000000000005,1.487,5.373
53.0000000000005,1.556,5.428
53.1000000000005,1.620,5.486
53.2000000000005,1.681,5.546
53.3000000000005,1.737,5.608
53.4000000000005,1.789,5.671
53.5000000000005,1.835,5.736
53.6000000000005,1.877,5.800
53.7000000000005,1.912,5.865
53.8000000000005,1.942,5.929
53.9000000000005,1.966,5.993
54.0000000000005,1.984,6.056
54.1000000000005,1.995,6.117
54.2000000000005,2.000,6.176
54.3000000000005,1.998,6.233
54.4000000000005,1.990,6.287
54.5000000000005,1.976,6.338
54.6000000000005,1.956,6.386
54.7000000000005,1.929,6.431
54.8000000000005,1.897,6.471
54.9000000000005,1.859,6.507
55.0000000000005,1.815,6.539
55.1000000000005,1.766,6.566
55.2000000000005,1.712,6.588
55.3000000000005,1.654,6.606
55.4000000000005,1.591,6.618
55.5000000000005,1.525,6.626
55.6000000000005,1.455,6.628
55.7000000000005,1.383,6.625
55.8000000000005,1.307,6.616
55.9000000000005,1.230,6.603
56.0000000000005,1.152,6.585
56.1000000000005,1.072,6.562
56.2000000000005,0.993,6.534
56.3000000000005,0.913,6.501
56.4000000000005,0.833,6.464
56.5000000000005,0.755,6.423
56.6000000000005,0.678,6.378
56.7000000000005,0.604,6.329
56.8000000000005,0.532,6.278
56.9000000000005,0.463,6.223
57.0000000000005,0.397,6.166
57.1000000000005,0.335,6.106
57.2000000000005,0.277,6.045
57.3000000000005,0.225,5.982
57.4000000000005,0.177,5.918
57.5000000000005,0.134,5.853
57.6000000000005,0.097,5.789
57.7000000000005,0.065,5.724
57.8000000000006,0.040,5.660
57.9000000000006,0.021,5.597
58.0000000000006,0.008,5.535
