Time(s),Input,Output_Displacement
48.9000000000004,0.554,5.849
49.0000000000004,0.838,5.810
49.1000000000004,1.137,5.772
49.2000000000004,1.423,5.739
49.3000000000004,1.672,5.712
49.4000000000004,1.861,5.695
49.5000000000004,1.973,5.689
49.6000000000004,1.998,5.694
49.7000000000004,1.934,5.711
49.8000000000004,1.786,5.737
49.9000000000004,1.568,5.770
50.0000000000004,1.300,5.808
50.1000000000004,1.004,5.846
50.2000000000004,0.709,5.882
50.3000000000004,0.439,5.913
50.4000000000004,0.219,5.934
50.5000000000004,0.070,5.946
50.6000000000004,0.003,5.946
50.7000000000005,0.025,5.935
50.8000000000005,0.135,5.913
50.9000000000005,0.321,5.882
51.0000000000005,0.569,5.846
51.1000000000005,0.855,5.808
51.2000000000005,1.153,5.770
51.3000000000005,1.439,5.737
51.4000000000005,1.685,5.711
51.5000000000005,1.869,5.694
51.6000000000005,1.977,5.689
51.7000000000005,1.997,5.695
51.8000000000005,1.927,5.712
51.9000000000005,1.776,5.738
52.0000000000005,1.554,5.772
52.1000000000005,1.284,5.810
52.2000000000005,0.988,5.848
52.3000000000005,0.693,5.884
52.4000000000005,0.425,5.914
52.5000000000005,0.209,5.935
52.6000000000005,0.064,5.946
52.7000000000005,0.002,5.946
52.8000000000005,0.029,5.934
52.9000000000005,0.143,5.911
53.0000000000005,0.334,5.881
53.1000000000005,0.584,5.844
53.2000000000005,0.871,5.806
53.3000000000005,1.170,5.768
53.4000000000005,1.454,5.735
53.5000000000005,1.697,5.709
53.6000000000005,1.878,5.694
53.7000000000005,1.980,5.689
53.8000000000005,1.995,5.695
53.9000000000005,1.921,5.713
54.0000000000005,1.765,5.740
54.1000000000005,1.540,5.774
54.2000000000005,1.267,5.812
54.3000000000005,0.971,5.850
54.4000000000005,0.677,5.886
54.5000000000005,0.411,5.915
54.6000000000005,0.199,5.936
